timestamp_utc,agent_name,mean_score,std_score,runs,max_steps,scaling_factor,arena_size,wall_obstacles
2026-02-11T10:26:20.778346+00:00,agent_template,-13931.000000,8342.381594,3,200,5,500,1
2026-02-11T10:30:09.707166+00:00,agent_template,-16100.666667,10503.018656,3,200,5,500,1,3,3
2026-03-17T12:08:39.250758+00:00,agent_qlearning,-396.750000,1204.325491,20,1000,5,500,0,0,2
2026-03-20T13:48:41.276003+00:00,agent_ppo,-1000.000000,0.000000,2,1000,5,500,0,0,2
2026-03-20T13:52:00.025951+00:00,agent_ppo,-990.000000,0.000000,2,1000,5,500,1,0,2
2026-03-20T16:26:16.950507+00:00,agent_ppo,-191599.100000,2932.889717,10,1000,5,500,0,0,2
2026-03-21T11:14:17.615703+00:00,agent_ppo,-989.200000,11.625833,10,1000,5,500,0,0,2
2026-03-21T20:06:36.982280+00:00,agent_hardcode,-5163.000000,5092.598629,10,1000,5,500,0,0,2
2026-03-21T20:10:52.599639+00:00,agent_hardcode,-4884.000000,0.000000,1,1000,5,500,0,0,2
2026-03-21T20:11:18.779666+00:00,agent_hardcode,-4885.000000,0.000000,1,1000,5,500,0,2,2
2026-03-21T20:11:26.801616+00:00,agent_hardcode,-5307.000000,0.000000,1,1000,5,500,0,3,2
2026-03-21T20:16:18.558562+00:00,agent_hardcode,1817.000000,164.440871,10,1000,5,500,0,0,2
2026-03-21T20:26:27.628700+00:00,agent_hardcode,1988.900000,56.541047,10,1000,5,500,0,0,2
2026-03-21T20:27:01.692737+00:00,agent_hardcode,488.900000,1266.024048,10,1000,5,500,0,0,2
2026-04-02T11:00:01.308711+00:00,agent_hardcode,32.700000,1316.841452,10,1000,5,500,0,3,2
2026-04-11T11:02:04.198807+00:00,agent_hardcode,0,0,1,0,0.000000,-900.000000,100.000000,,100,5,500,2
2026-04-11T11:02:04.198807+00:00,agent_hardcode,2,0,1,0,0.000000,-900.000000,100.000000,,100,5,500,2
2026-04-11T11:02:04.198807+00:00,agent_hardcode,3,0,1,0,0.000000,-900.000000,100.000000,,100,5,500,2
2026-04-11T11:02:04.198807+00:00,agent_hardcode,ALL,0,3,0,0.000000,-900.000000,100.000000,100.000000,100,5,500,2
2026-04-11T11:06:53.567153+00:00,agent_hardcode,0,0,20,0,1.000000,989.400000,127.750000,,1000,5,500,2
2026-04-11T11:06:53.567153+00:00,agent_hardcode,2,0,20,0,1.000000,424.050000,174.500000,,1000,5,500,2
2026-04-11T11:06:53.567153+00:00,agent_hardcode,3,0,20,0,1.000000,256.950000,172.100000,,1000,5,500,2
2026-04-11T11:06:53.567153+00:00,agent_hardcode,ALL,0,60,0,1.000000,556.800000,158.116667,158.116667,1000,5,500,2
2026-04-11T11:36:33.414805+00:00,agent_hardcode,0,1,20,0,0.100000,-5249.750000,903.700000,,1000,5,500,2
2026-04-11T11:36:33.414805+00:00,agent_hardcode,2,1,20,0,0.100000,-3558.300000,903.700000,,1000,5,500,2
2026-04-11T11:36:33.414805+00:00,agent_hardcode,3,1,20,0,0.100000,-10641.300000,908.050000,,1000,5,500,2
2026-04-11T11:36:33.414805+00:00,agent_hardcode,ALL,1,60,0,0.100000,-6483.116667,905.150000,905.150000,1000,5,500,2
2026-04-12T09:07:58.121710+00:00,agent_hardcode,-2984.300000,6027.730635,10,1000,5,500,0,0,2
2026-04-12T09:09:11.643541+00:00,agent_hardcode,-2984.300000,6027.730635,10,1000,5,500,0,0,2
2026-04-12T09:10:02.535504+00:00,agent_hardcode,-1608.400000,4314.820001,10,1000,5,500,0,3,2
2026-04-12T09:15:59.021819+00:00,agent_hardcode,0,0,20,0,1.000000,-36.500000,161.750000,,1000,5,500,2
2026-04-12T09:15:59.021819+00:00,agent_hardcode,2,0,20,0,0.950000,-1343.850000,223.400000,,1000,5,500,2
2026-04-12T09:15:59.021819+00:00,agent_hardcode,3,0,20,0,1.000000,-1064.100000,190.400000,,1000,5,500,2
2026-04-12T09:15:59.021819+00:00,agent_hardcode,ALL,0,60,0,0.983333,-814.816667,191.850000,191.850000,1000,5,500,2
2026-04-12T09:35:32.324138+00:00,agent_hardcode,0,1,20,0,0.400000,-25331.200000,735.150000,,1000,5,500,2
2026-04-12T09:35:32.324138+00:00,agent_hardcode,2,1,20,0,0.300000,-30909.350000,843.400000,,1000,5,500,2
2026-04-12T09:35:32.324138+00:00,agent_hardcode,3,1,20,0,0.500000,-27265.800000,704.600000,,1000,5,500,2
2026-04-12T09:35:32.324138+00:00,agent_hardcode,ALL,1,60,0,0.400000,-27835.450000,761.050000,761.050000,1000,5,500,2
